chrom1,start1,end1,genes1,idx1,chrom2,start2,end2,genes2,idx2
chr1,46400000,46500000,DMBX1,3,chr1,165300000,165400000,LMX1A,13
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,165300000,165400000,LMX1A,13
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,165300000,165400000,LMX1A,13
chr1,47700000,47800000,,6,chr1,165300000,165400000,LMX1A,13
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,165300000,165400000,LMX1A,13
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,165300000,165400000,LMX1A,13
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,165300000,165400000,LMX1A,13
chr1,90700000,90800000,BARHL2,10,chr1,165300000,165400000,LMX1A,13
chr1,92400000,92500000,GFI1,11,chr1,165300000,165400000,LMX1A,13
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,165300000,165400000,LMX1A,13
chr1,161400000,161500000,,203,chr1,165300000,165400000,LMX1A,13
chr1,18600000,18700000,PAX7,0,chr1,180200000,180300000,LHX4,14
chr1,24900000,25000000,RUNX3,1,chr1,180200000,180300000,LHX4,14
chr1,44400000,44500000,RNF220,2,chr1,180200000,180300000,LHX4,14
chr1,46400000,46500000,DMBX1,3,chr1,180200000,180300000,LHX4,14
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,180200000,180300000,LHX4,14
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,180200000,180300000,LHX4,14
chr1,47700000,47800000,,6,chr1,180200000,180300000,LHX4,14
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,180200000,180300000,LHX4,14
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,180200000,180300000,LHX4,14
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,180200000,180300000,LHX4,14
chr1,90700000,90800000,BARHL2,10,chr1,180200000,180300000,LHX4,14
chr1,92400000,92500000,GFI1,11,chr1,180200000,180300000,LHX4,14
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,180200000,180300000,LHX4,14
chr1,161400000,161500000,,203,chr1,180200000,180300000,LHX4,14
chr1,165300000,165400000,LMX1A,13,chr1,180200000,180300000,LHX4,14
chr1,18600000,18700000,PAX7,0,chr1,197900000,198000000,LHX9,15
chr1,24900000,25000000,RUNX3,1,chr1,197900000,198000000,LHX9,15
chr1,44400000,44500000,RNF220,2,chr1,197900000,198000000,LHX9,15
chr1,46400000,46500000,DMBX1,3,chr1,197900000,198000000,LHX9,15
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,197900000,198000000,LHX9,15
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,197900000,198000000,LHX9,15
chr1,47700000,47800000,,6,chr1,197900000,198000000,LHX9,15
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,197900000,198000000,LHX9,15
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,197900000,198000000,LHX9,15
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,197900000,198000000,LHX9,15
chr1,90700000,90800000,BARHL2,10,chr1,197900000,198000000,LHX9,15
chr1,92400000,92500000,GFI1,11,chr1,197900000,198000000,LHX9,15
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,197900000,198000000,LHX9,15
chr1,161400000,161500000,,203,chr1,197900000,198000000,LHX9,15
chr1,165300000,165400000,LMX1A,13,chr1,197900000,198000000,LHX9,15
chr1,180200000,180300000,LHX4,14,chr1,197900000,198000000,LHX9,15
chr1,18600000,18700000,PAX7,0,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,24900000,25000000,RUNX3,1,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,44400000,44500000,RNF220,2,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,46400000,46500000,DMBX1,3,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,47700000,47800000,,6,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,90700000,90800000,BARHL2,10,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,92400000,92500000,GFI1,11,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,161400000,161500000,,203,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,165300000,165400000,LMX1A,13,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,180200000,180300000,LHX4,14,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,197900000,198000000,LHX9,15,chr1,200000000,200100000,"NR5A2,RNU6-570P",16
chr1,18600000,18700000,PAX7,0,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,24900000,25000000,RUNX3,1,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,44400000,44500000,RNF220,2,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,46400000,46500000,DMBX1,3,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,47700000,47800000,,6,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,90700000,90800000,BARHL2,10,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,92400000,92500000,GFI1,11,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,161400000,161500000,,203,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,165300000,165400000,LMX1A,13,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,180200000,180300000,LHX4,14,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,197900000,198000000,LHX9,15,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,200000000,200100000,"NR5A2,RNU6-570P",16,chr1,213900000,214000000,"PROX1,AC011700.1",17
chr1,18600000,18700000,PAX7,0,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,24900000,25000000,RUNX3,1,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,44400000,44500000,RNF220,2,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,46400000,46500000,DMBX1,3,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,47700000,47800000,,6,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,90700000,90800000,BARHL2,10,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,92400000,92500000,GFI1,11,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,161400000,161500000,,203,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,165300000,165400000,LMX1A,13,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,180200000,180300000,LHX4,14,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,197900000,198000000,LHX9,15,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,200000000,200100000,"NR5A2,RNU6-570P",16,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,213900000,214000000,"PROX1,AC011700.1",17,chr1,220800000,220900000,"HLX,HLX-AS1",18
chr1,18600000,18700000,PAX7,0,chr1,228600000,228700000,RNA5SP18,204
chr1,24900000,25000000,RUNX3,1,chr1,228600000,228700000,RNA5SP18,204
chr1,44400000,44500000,RNF220,2,chr1,228600000,228700000,RNA5SP18,204
chr1,46400000,46500000,DMBX1,3,chr1,228600000,228700000,RNA5SP18,204
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,228600000,228700000,RNA5SP18,204
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,228600000,228700000,RNA5SP18,204
chr1,47700000,47800000,,6,chr1,228600000,228700000,RNA5SP18,204
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,228600000,228700000,RNA5SP18,204
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,228600000,228700000,RNA5SP18,204
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,228600000,228700000,RNA5SP18,204
chr1,90700000,90800000,BARHL2,10,chr1,228600000,228700000,RNA5SP18,204
chr1,92400000,92500000,GFI1,11,chr1,228600000,228700000,RNA5SP18,204
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,228600000,228700000,RNA5SP18,204
chr1,161400000,161500000,,203,chr1,228600000,228700000,RNA5SP18,204
chr1,165300000,165400000,LMX1A,13,chr1,228600000,228700000,RNA5SP18,204
chr1,180200000,180300000,LHX4,14,chr1,228600000,228700000,RNA5SP18,204
chr1,197900000,198000000,LHX9,15,chr1,228600000,228700000,RNA5SP18,204
chr1,200000000,200100000,"NR5A2,RNU6-570P",16,chr1,228600000,228700000,RNA5SP18,204
chr1,213900000,214000000,"PROX1,AC011700.1",17,chr1,228600000,228700000,RNA5SP18,204
chr1,220800000,220900000,"HLX,HLX-AS1",18,chr1,228600000,228700000,RNA5SP18,204
chr1,18600000,18700000,PAX7,0,chr1,229400000,229500000,NUP133,205
chr1,24900000,25000000,RUNX3,1,chr1,229400000,229500000,NUP133,205
chr1,44400000,44500000,RNF220,2,chr1,229400000,229500000,NUP133,205
chr1,46400000,46500000,DMBX1,3,chr1,229400000,229500000,NUP133,205
chr1,47200000,47300000,"TAL1,AL135960.1",4,chr1,229400000,229500000,NUP133,205
chr1,47400000,47500000,"FOXD2,FOXD2-AS1",5,chr1,229400000,229500000,NUP133,205
chr1,47700000,47800000,,6,chr1,229400000,229500000,NUP133,205
chr1,50400000,50500000,"DMRTA2,AL049637.2",7,chr1,229400000,229500000,NUP133,205
chr1,63300000,63400000,"FOXD3,FOXD3-AS1,MIR6068",8,chr1,229400000,229500000,NUP133,205
chr1,75100000,75200000,"LHX8,AC099786.2,AC099786.3",9,chr1,229400000,229500000,NUP133,205
chr1,90700000,90800000,BARHL2,10,chr1,229400000,229500000,NUP133,205
chr1,92400000,92500000,GFI1,11,chr1,229400000,229500000,NUP133,205
chr1,118900000,119000000,"TBX15,AL139420.2",12,chr1,229400000,229500000,NUP133,205
chr1,161400000,161500000,,203,chr1,229400000,229500000,NUP133,205
chr1,165300000,165400000,LMX1A,13,chr1,229400000,229500000,NUP133,205
chr1,180200000,180300000,LHX4,14,chr1,229400000,229500000,NUP133,205
chr1,197900000,198000000,LHX9,15,chr1,229400000,229500000,NUP133,205
chr1,200000000,200100000,"NR5A2,RNU6-570P",16,chr1,229400000,229500000,NUP133,205
chr1,213900000,214000000,"PROX1,AC011700.1",17,chr1,229400000,229500000,NUP133,205
chr1,220800000,220900000,"HLX,HLX-AS1",18,chr1,229400000,229500000,NUP133,205
chr1,228600000,228700000,RNA5SP18,204,chr1,229400000,229500000,NUP133,205
chr16,51100000,51200000,"SALL1,AC009166.1",172,chr16,54200000,54300000,"IRX3,AC018553.2",173
chr16,51100000,51200000,"SALL1,AC009166.1",172,chr16,54900000,55000000,"IRX5,CRNDE,AC106738.2,AC106738.2",174
chr16,54200000,54300000,"IRX3,AC018553.2",173,chr16,54900000,55000000,"IRX5,CRNDE,AC106738.2,AC106738.2",174
chr16,51100000,51200000,"SALL1,AC009166.1",172,chr16,73000000,73100000,"ZFHX3,AC116667.2",175
chr16,54200000,54300000,"IRX3,AC018553.2",173,chr16,73000000,73100000,"ZFHX3,AC116667.2",175
chr16,54900000,55000000,"IRX5,CRNDE,AC106738.2,AC106738.2",174,chr16,73000000,73100000,"ZFHX3,AC116667.2",175
chr16,51100000,51200000,"SALL1,AC009166.1",172,chr16,86500000,86600000,"FENDRR,FOXF1",176
chr16,54200000,54300000,"IRX3,AC018553.2",173,chr16,86500000,86600000,"FENDRR,FOXF1",176
chr16,54900000,55000000,"IRX5,CRNDE,AC106738.2,AC106738.2",174,chr16,86500000,86600000,"FENDRR,FOXF1",176
chr16,73000000,73100000,"ZFHX3,AC116667.2",175,chr16,86500000,86600000,"FENDRR,FOXF1",176
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,48000000,48100000,"COPZ2,MIR152",180
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,48000000,48100000,"COPZ2,MIR152",180
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,48000000,48100000,"COPZ2,MIR152",180,chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,48000000,48100000,"COPZ2,MIR152",180,chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182
chr17,48000000,48100000,"COPZ2,MIR152",180,chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182
chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182
chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,48000000,48100000,"COPZ2,MIR152",180,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182,chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183
chr17,14300000,14400000,"HS3ST3B1,MGC12916,AC005224.2",178,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,35400000,35500000,"SLFN12,SLFN13,AC015911.4",179,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,48000000,48100000,"COPZ2,MIR152",180,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,48500000,48600000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,48600000,48700000,"HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086",181,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,49000000,49100000,"IGF2BP1,RF00017,AC091133.3,AC091133.2",182,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chr17,61400000,61500000,"TBX2,C17orf82,TBX2-AS1",183,chr17,79700000,79800000,"CBX2,CBX8,AC100791.2",184
chrX,25000000,25100000,ARX,196,chrX,56700000,56800000,NBDY,197
chrX,25000000,25100000,ARX,196,chrX,76100000,76200000,,198
chrX,56700000,56800000,NBDY,197,chrX,76100000,76200000,,198
chrX,25000000,25100000,ARX,196,chrX,131700000,131800000,"FIRRE,PNKDP1",199
chrX,56700000,56800000,NBDY,197,chrX,131700000,131800000,"FIRRE,PNKDP1",199
chrX,76100000,76200000,,198,chrX,131700000,131800000,"FIRRE,PNKDP1",199
chrX,25000000,25100000,ARX,196,chrX,134500000,134600000,"LINC00629,MIR503HG",200
chrX,56700000,56800000,NBDY,197,chrX,134500000,134600000,"LINC00629,MIR503HG",200
chrX,76100000,76200000,,198,chrX,134500000,134600000,"LINC00629,MIR503HG",200
chrX,131700000,131800000,"FIRRE,PNKDP1",199,chrX,134500000,134600000,"LINC00629,MIR503HG",200
chrX,25000000,25100000,ARX,196,chrX,137500000,137600000,"ZIC3,AL035443.1",201
chrX,56700000,56800000,NBDY,197,chrX,137500000,137600000,"ZIC3,AL035443.1",201
chrX,76100000,76200000,,198,chrX,137500000,137600000,"ZIC3,AL035443.1",201
chrX,131700000,131800000,"FIRRE,PNKDP1",199,chrX,137500000,137600000,"ZIC3,AL035443.1",201
chrX,134500000,134600000,"LINC00629,MIR503HG",200,chrX,137500000,137600000,"ZIC3,AL035443.1",201
chrX,25000000,25100000,ARX,196,chrX,140500000,140600000,SOX3,202
chrX,56700000,56800000,NBDY,197,chrX,140500000,140600000,SOX3,202
chrX,76100000,76200000,,198,chrX,140500000,140600000,SOX3,202
chrX,131700000,131800000,"FIRRE,PNKDP1",199,chrX,140500000,140600000,SOX3,202
chrX,134500000,134600000,"LINC00629,MIR503HG",200,chrX,140500000,140600000,SOX3,202
chrX,137500000,137600000,"ZIC3,AL035443.1",201,chrX,140500000,140600000,SOX3,202
chr6,27200000,27300000,AL021808.1,75,chr6,27500000,27600000,HNRNPA1P1,76
chr6,27200000,27300000,AL021808.1,75,chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77
chr6,27500000,27600000,HNRNPA1P1,76,chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77
chr6,27200000,27300000,AL021808.1,75,chr6,50700000,50800000,TFAP2D,78
chr6,27500000,27600000,HNRNPA1P1,76,chr6,50700000,50800000,TFAP2D,78
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,50700000,50800000,TFAP2D,78
chr6,27200000,27300000,AL021808.1,75,chr6,50800000,50900000,TFAP2B,79
chr6,27500000,27600000,HNRNPA1P1,76,chr6,50800000,50900000,TFAP2B,79
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,50800000,50900000,TFAP2B,79
chr6,27200000,27300000,AL021808.1,75,chr6,84700000,84800000,TBX18,80
chr6,27500000,27600000,HNRNPA1P1,76,chr6,84700000,84800000,TBX18,80
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,84700000,84800000,TBX18,80
chr6,50700000,50800000,TFAP2D,78,chr6,84700000,84800000,TBX18,80
chr6,50800000,50900000,TFAP2B,79,chr6,84700000,84800000,TBX18,80
chr6,27200000,27300000,AL021808.1,75,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,27500000,27600000,HNRNPA1P1,76,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,50700000,50800000,TFAP2D,78,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,50800000,50900000,TFAP2B,79,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,84700000,84800000,TBX18,80,chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81
chr6,27200000,27300000,AL021808.1,75,chr6,100400000,100500000,SIM1,82
chr6,27500000,27600000,HNRNPA1P1,76,chr6,100400000,100500000,SIM1,82
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,100400000,100500000,SIM1,82
chr6,50700000,50800000,TFAP2D,78,chr6,100400000,100500000,SIM1,82
chr6,50800000,50900000,TFAP2B,79,chr6,100400000,100500000,SIM1,82
chr6,84700000,84800000,TBX18,80,chr6,100400000,100500000,SIM1,82
chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81,chr6,100400000,100500000,SIM1,82
chr6,27200000,27300000,AL021808.1,75,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,27500000,27600000,HNRNPA1P1,76,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,50700000,50800000,TFAP2D,78,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,50800000,50900000,TFAP2B,79,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,84700000,84800000,TBX18,80,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,100400000,100500000,SIM1,82,chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83
chr6,27200000,27300000,AL021808.1,75,chr6,105900000,106000000,PRDM1,84
chr6,27500000,27600000,HNRNPA1P1,76,chr6,105900000,106000000,PRDM1,84
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,105900000,106000000,PRDM1,84
chr6,50700000,50800000,TFAP2D,78,chr6,105900000,106000000,PRDM1,84
chr6,50800000,50900000,TFAP2B,79,chr6,105900000,106000000,PRDM1,84
chr6,84700000,84800000,TBX18,80,chr6,105900000,106000000,PRDM1,84
chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81,chr6,105900000,106000000,PRDM1,84
chr6,100400000,100500000,SIM1,82,chr6,105900000,106000000,PRDM1,84
chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83,chr6,105900000,106000000,PRDM1,84
chr6,27200000,27300000,AL021808.1,75,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,27500000,27600000,HNRNPA1P1,76,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,27800000,27900000,"HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2",77,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,50700000,50800000,TFAP2D,78,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,50800000,50900000,TFAP2B,79,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,84700000,84800000,TBX18,80,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,99500000,99600000,"CCNC,AL137784.2,AL137784.1,AL137784.3",81,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,100400000,100500000,SIM1,82,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,104900000,105000000,"LIN28B,LIN28B-AS1",83,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,105900000,106000000,PRDM1,84,chr6,108100000,108200000,"OSTM1,ASTM1-AS1,NR2E1",85
chr6,27200000,27300000,AL021808.1,75,chr6,117200000,117300000,VGLL2,86
